id_restaurant,restaurant_name,phone,street,building,id_cuisine,id_geography
50100546,DON MIGUEL RESTAURANT,3479900384,JAMAICA AVE,10426,51,6611
41138257,PATTY PLUS BAKERY & RESTAURANT,7185227565,LIVINGSTON STREET,324,16,5951
50102368,ANANDA,2125337290,THOMPSON STREET,210,42,11083
50047339,PRIME PIZZA KITCHEN,7183515000,HYLAN BOULEVARD,1778,63,526
41683961,BURGER URWAY,3472940650,ADELPHI STREET,154,2,6375
50094742,ROTI-R-US,3474024444,FLATLANDS AVENUE,7902,16,2466
40560945,AMBASSADOR THEATRE,2125867610,WEST   49 STREET,219,2,16865
41444157,MAMMA ROSA'S,7188810242,ALLERTON AVENUE,1007,26,22412
41554424,COYOTE BOHEMIO,7183868616,MYRTLE AVENUE,5519,53,6916
41488494,BURGOS RESTAURANT,2125693939,DYCKMAN STREET,206,51,22376
41619215,"AU BON PAIN, ANDALE MEXICAN GRILL",7182895200,UNIVERSITY AVENUE,2155,2,22137
50000345,BROTHERS BAGELS,7182224357,COURT STREET,285,2,5617
41452090,MILON BANGLADESH & INDIAN RESTAURANT,2122284896,1 AVENUE,93,8,10589
50102576,CANYON ROAD,2127341600,1 AVENUE,1470,53,18486
50063693,TAQUERIA HUARACHE,7182107948,EAST MOUNT EDEN AVENUE,16,53,21551
50096522,TOUM,9178686350,WEST   38 STREET,38,52,14772
50055649,JAMAICA BREEZE RESTAURANT,7184716030,MOTT AVE,2136,16,1106
50004311,KFC,7186770445,UTICA AVENUE,1615,17,2303
50066625,COFFEE.CHICKEN.PIZZA,7183877780,BROADWAY,691,17,7099
50098415,RIVEL GRILL & BAR,7186180707,EMMONS AVENUE,1809,66,479
41689500,KINGSTON HALL,2126732663,2 AVENUE,149,2,11197
50075670,NEW GOLDEN CHOPSTICKS,2128250314,PEARL STREET,77,19,7392
50048243,DUNKIN BASKIN ROBBINS,3474350280,BROADWAY,1285,27,6197
50017778,JUICES FOR LIFE,3472819060,EAST TREMONT AVENUE,3463,49,21098
41387129,B'KLYN'S PIZZA JOINT,7188371084,86 STREET,1406,63,1364
41495141,EL CERITO RESTAURANT,7183288553,ELDER AVENUE,11841186,53,20853
50087532,IPIZZANY/KRISPY KRUNCHY CHICKEN,2122456062,9 AVENUE,707,62,17240
50047830,PONDICHERI,7138200154,WEST   27 STREET,15,42,13339
50072894,PANADERIA LOS 3 REYES,3475000751,FLUSHING AVE,5408,7,8835
41705626,ZUCKER'S BAGELS,2126611080,LEXINGTON AVENUE,370,26,14627
50059806,SUSHI ZO,9172658054,EAST   39 STREET,127,47,14416
50011573,GRAN VILLA RESTAURANT,7185763924,3 AVENUE,4002,76,3535
50073977,LUNGTA ASIAN BISTRO,7189137927,BROADWAY,7516,4,13664
41112470,VILLA MIA PIZZA,7187883330,3 AVENUE,526,62,4253
50070867,PANZEROTTI BITES,3477200269,SMITH STREET,235,46,5571
50015444,99 CENTS FRESH SLICE PIZZA,2123350803,STANTON STREET,105,62,9911
40372357,MARINA CAFE,7189673077,MANSION AVENUE,154,46,124
50006972,RICO'S CHICKEN,7188061705,METROPOLITAN AVENUE,74-27,76,8426
41580873,JOLIE CANTINA,7184880777,SMITH STREET,241,33,5556
50095781,CHICK-FIL-A AT 22ND & 6TH,8556673232,AVENUE OF THE AMERICAS,700,17,12960
50100631,CHINA I,9176716518,4 AVENUE,5602,19,3050
50050333,BLUE BOTTLE COFFEE,2127647908,WEST   40 STREET,54,13,15107
50041493,THAI MAX,9179811148,BAYCHESTER AVENUE,200,80,22430
50085965,EL NUEVO GENAO BAR RESTAURANT,7183840085,THROOP AVENUE,162,76,6890
50005876,INDIKITCH,6465907152,WEST   23 STREET,25,42,12872
50066709,PELICANA USA,7182242224,BELL BLVD,4313,50,16937
40735273,EL PARAISO BAR & RESTAURANT,9173097766,37 AVENUE,99-10,51,14936
50007468,TRIPLE 8 RESTAURANT,7189933233,EAST  152 STREET,736,19,20478
40763629,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3472952799,NOSTRAND AVENUE,1862,16,2861
50018081,CHECKERS,2128371500,WEST  125 STREET,79,2,20203
50047964,DONUT CONNECTION,7187086865,MERMAID AVENUE,1621,27,347
50091034,HALF MOON,7183735862,SURF AVENUE,1000,40,303
50034283,CINCO DE MAYO,7186769444,WASHINGTON AVENUE,837,53,20707
50063092,TRACY ANDERSON METHOD,2123555750,EAST   59 STREET,239,13,16904
50048336,MCDONALD'S,7182712032,QUEENS BOULEVARD,90-15,2,11876
41523226,THE LITTLE CHINANTLA RESTAURANT,7182058999,43 AVENUE,9606,53,13585
50017642,SUBWAY,7183373087,BEACH   20 STREET,233,69,770
50076395,GREEK XPRESS,3477015000,LAWRENCE STREET,158,36,6256
41635764,GASOLINA BAR LOUNGE,7187085018,BOSTON POST ROAD,2525,2,22333
50036244,MAMMA LORNA'S RESTAURANT,3477367995,EASTCHESTER ROAD,3007,16,22558
50084817,456 NEW SHANGHAI RESTAURANT,9172569153,MOTT STREET,69,19,9005
41475994,HAMPTON INN-HERALD SQUARE,2129479700,WEST   31 STREET,116,2,14128
50008244,TEN JIN XEING BEING RESTAURANT,9173791236,MAIN STREET,41-28,19,15982
41640996,MAXINE ON THE BOULEVARD,7184659812,FARMERS BLVD,11333,16,6801
50005131,ANDREA'S CHICKEN,7183260103,61 STREET,56-27,61,10300
50067421,PRECIOUS ISLAND TEA SHOP,7186682700,NEW DORP LANE,366,19,233
50047001,KENNEDY FRIED CHICKEN,3476495981,FLATBUSH AVENUE,1341,17,2742
41657335,HALAL HOT FRIED CHICKEN,7188292834,WHITE PLAINS ROAD,1401,17,21250
50006252,DIG INN SEASONAL MARKET,2125457867,BROADWAY,2884,2,20132
50000595,IL CAFFE LATTE 2,2122340202,WEST  145 STREET,458,46,20811
50000337,MIRAMAR,2129643000,SOUTH END AVENUE,21,52,7868
40923811,BLACK DOOR,2126450215,WEST   26 STREET,127,2,13488
41393496,VAQUEROS,7183811042,MYRTLE AVENUE,1541,51,6855
50100558,GORDOS CANTINA,9179479208,SAINT NICHOLAS AVENUE,140,53,7508
41655771,TC & S TAKE OUT KITCHEN,3476154913,CHURCH AVENUE,4824,16,3476
50091996,RIVOLI PIZZA II,7187211583,HUDSON STREET,501,62,11793
41639035,LONG RIVER CHINESE RESTAURANT,7188433338,88 STREET,10106,19,5427
50084046,AZGARDZ OF NEW YORK,3475913556,ARTHUR AVENUE,2330,2,21974
50008725,M SHANGHAI,7183849300,GRAND STREET,292,19,8443
41050812,OXFORD CAFE,2127501060,EAST   59 STREET,109,26,17291
50065872,NEW TAQUERIA,7187277333,RICHMOND TERRACE,2049,53,2864
50089107,VILLAGE SQUARE PIZZA,9176757709,AVENUE A,147,62,10858
50086195,"",9174784390,FORT HAMILTON PARKWAY,3802,58,3079
41247576,AU BON PAIN,7186392516,LAGUARDIA AIRPORT,0,69,18731
50013420,RED MANGO,9174210669,BELL BOULEVARD,42-23,41,17187
50053053,DEVON & BLAKELY,2128260212,GREENWICH STREET,185,2,8295
50072789,CROWN FRIED CHICKEN,9173613272,ALBANY AVENUE,580,17,3799
41555214,FEDORA,6464499336,WEST    4 STREET,239,2,11955
50053253,GUSTOSO RESTAURANT,7188726755,FULTON STREET,3325,51,5537
50093637,GOOKIES KITCHEN,6466423885,MERRICK BOULEVARD,234-20,19,4594
50006436,SEATTLE CAFE,7187840002,QUEENS BOULEVARD,32-02,2,13400
41172734,JUNIOR'S RESTAURANT,2123022000,BROADWAY,1515,2,16047
50032969,GOOD TASTE 360 INC,2127223388,EAST  116 STREET,360,19,19818
50089647,ORIENTAL RED RESTAURANT INC.,9172913121,FLUSHING AVE,5402,19,8802
50038241,KINGS COUNTY IMPERIAL,7186102000,SKILLMAN AVENUE,20,19,8876
50064502,APPLE GOURMET,2127863336,BROADWAY,225,2,8303
41503714,MISS KOREA,2125944963,WEST   32 STREET,10,50,13963
41151989,WIMPY'S RESTAURANT,2129288085,ST NICHOLAS AVENUE,1232,2,21522
41611929,DOTORI (ON ROOSEVELT AVE),7188865978,NORTHERN BOULEVARD,15408,50,17745
50062984,STARBUCKS COFFEE,6468565994,WORLD TRADE CENTER,2,13,8293
41495962,LIC MARKET,7183610013,44 DRIVE,2152,2,14096
50064697,MITOUSHI 8 QUEENS,7188980999,GRAND AVE,7011,47,10903
40890186,J.E. BAKERY,7189949789,ASTOR AVENUE,743,7,22189
41223754,PANCA,2124883900,7 AVENUE SOUTH,92,61,11722
50064654,ANPANMAN BAKERY CAFE,2123438077,CANAL STREET,83,19,8868
41634515,BOMBAY KITCHEN INDIAN CUISINE,3479151888,KNICKERBOCKER AVENUE,733,42,6501
50002296,CHEN MOMMY KITCHEN,7186876761,45 AVENUE,156-05,19,15875
50091777,MOGE TEA,9292080273,STEINWAY ST,3058,58,17234
41711813,BEDFORD FALLS,2127178181,EAST   67 STREET,206,2,18057
50075859,WELL PLATED,2122576600,TIMES SQ,4,2,15835
50092868,THE GRADIENT,8043704945,WYCKOFF AVENUE,17,82,7672
41231138,PETE'S RESTAURANT & DONUT SHOP,7188228240,EAST TREMONT AVENUE,3725,13,20872
50074297,ANGELA CAKE CORP,2123044745,AMSTERDAM AVE,2220-2222,7,21446
41466567,BAR VERDE,2127776965,2 AVENUE,65,51,10567
50014964,MICHELY DELI & FOOD MARKET,3479188560,WEST TREMONT AVENUE,169,76,21828
50064009,LE MOMENT,9176075522,GRAND AVENUE,69-38,21,10688
50082528,FOOD PASSION,2128612766,LEXINGTON AVENUE,1200,2,18942
50073648,LIONS & TIGERS & SQUARES DETROIT PIZZA,6462691000,WEST   23 STREET,268,62,13429
50080345,ANISE,7185430500,JOHNSON AVENUE,3511,19,22862
50008583,STARBUCKS,3474614068,WALL STREET,60,13,7598
50005654,ALLERTON RESTAURANT,7186559044,ALLERTON AVENUE,772,2,22406
50085830,QUEENS BEERHOUSE,6462441600,59TH AVE,9250,2,11927
50042084,FIVE LOAVES AND TWO FISHES,7188995185,BROADWAY,8272,19,12796
41628697,5 NAPKIN BURGER,2122285500,EAST   14 STREET,150,2,11859
41475817,ARGO TEA CAFE,6465496328,BROADWAY,1792,13,18137
50061138,OM WOK,7186398800,NORTHERN BLVD,8917,19,15760
40364920,RIZZO'S FINE PIZZA,7187219862,STEINWAY STREET,3013,62,17417
50066473,MASTER GRILL,7182928888,CYPRESS AVENUE,262,79,20142
50074370,LA ESQUINA DE NAGUA,6469280511,AMSTERDAM AVENUE,2244,51,21475
41641302,JALOPY TAVERN,7186253214,COLUMBIA STREET,317,2,5345
41356229,INCHEON RESTAURANT,7183211533,DEPOT ROAD,16225,50,17114
50041201,NINE THAI,7185750983,QUEENS BLVD,11070,80,9509
41675163,DUNKIN',3472973808,EAST  138 STREET,331,27,20290
50033081,SALUD ES VIDA,3477849709,108TH ST,3924,49,14743
50041609,NEW VEGETARIAN PALATE,7186238809,WASHINGTON AVENUE,603,82,5124
50032783,GINZA,2128887898,LEXINGTON AVENUE,800,47,17574
50105154,EATZY THAI,9173253709,BROADWAY,33-09,58,16901
50090750,NB WING WONG,6464907468,BOWERY,42,19,8919
50100924,FARMER'S FRIDGE - NYP - ALLEN,3122290099,BROADWAY,5141,2,22608
50055001,MICHAEL ANTHONY'S,7189675031,NELSON AVENUE,307,46,108
41658998,BILLY'S BAKERY,6467553221,WEST   58 STREET,1,7,17602
41253845,FEILE,2126951122,WEST   33 STREET,133,2,14402
40380432,THE BITTER END,2126737030,BLEECKER STREET,147,2,10978
41013992,MCDONALD'S,7188637289,BRUCKNER BOULEVARD,1865,37,20848
50018140,SENZA GLUTEN,2124757775,SULLIVAN STREET,206,46,11128
50067502,DUNKIN BASKIN ROBINS,6465979456,EAST  116 STREET,147,27,19893
41235443,NIZZA,2129561800,9 AVENUE,628,46,16590
41067497,LIC Bagels,7183619500,36 AVENUE,3108,53,15814
40837666,VERLAINE,2126142494,RIVINGTON STREET,110,78,9665
41237648,TUSCANY CAFE,7187511634,JFK AIRPORT,0,13,3299
50074254,OKI JAPANESE RESTAURANT,7187293666,QUEENS BLVD,4511,47,13103
50041069,MCDONALD'S,2125865530,BROADWAY,1651,2,17151
50061211,TIPSY SCOOP,9173882862,EAST   26 STREET,217,41,12631
41714997,LAFAYETTE,2125333000,LAFAYETTE STREET,380,33,10878
50008567,BAKER & CO.,2122551234,BLEECKER STREET,263,46,11538
50034452,BONO TRATTORIA,6466829249,BROADWAY,3658,46,21027
50069458,DEEP,9089381056,WEST   37 STREET,109,42,14889
41381373,WXOU RADIO,2122060381,HUDSON STREET,558,2,12042
50070258,MAMA'S FRIED CHICKEN,2122899028,8 AVENUE,2925,17,20990
50086791,MAX RESTAURANT,9176220414,WEST BROADWAY,134,46,9078
50091565,CALEXICO,7183831810,2 AVENUE,99,53,10811
50098209,CHUY'S CANTINA,7184866979,UNION AVENUE,366,58,8243
50059424,HALAL KITCHEN,7182055360,GRAND AVENUE,71-12,19,10938
41670288,CHOP'T,6467831600,WEST   56 STREET,120,67,17583
41408773,DUNKIN',7184641097,GRAND CENTRAL PARKWAY,19603,27,10416
40538234,"DUNKIN', BASKIN ROBBINS",7182719222,HORACE HARDING EXPRESSWAY,99-25,27,12121
50058977,REUBEN'S,2129158227,LIBERTY STREET,200,2,8255
41132975,CAFE GRUMPY,7183497623,MESEROLE AVENUE,193,13,11010
50035589,DAE SONG CHINESE RESAURANT,7182292279,CORPORAL KENNEDY ST,4332,19,16627
50006255,FOREST HILL STATION HOUSE,7185445000,CONTINENTAL AVENUE,106-11,2,9639
50066376,MERZOUKA,7182556369,CRESCENT ST,2914,13,18343
40369667,WHITE CASTLE,7187563377,EMPIRE BOULEVARD,846,37,3938
40948401,EUROPA BAKERY & PASTRY SHOP,7182324845,65 STREET,2007,46,1523
41049159,IHOP,2122344747,ADAM CLAYTON POWELL JR BOULEVARD,22902298,60,20399
50068060,TASTE OF PUNJAB,3479268534,VAN WYCK EXPY,9504,42,6662
41678659,JACK & NELLIE'S,7182682696,ASCAN AVENUE,10825,2,9290
50081233,FLAVOR'S HOUSE,6468700318,2 AVENUE,449,76,12491
41692734,RICHARD'S DINER,3474687180,AVENUE L,9606,16,2744
40917772,BUCKLEY'S BAR & RESTAURANT,7189984222,AVENUE S,2926,2,1100
41651295,GREY LADY/RISE COFFEE,6465805239,DELANCEY STREET,77,2,9499
40396183,Coney Island Baby,2124208392,AVENUE A,169,2,10976
41568894,UPRIGHT COFFEE,9172798895,MANHATTAN AVENUE,860,13,11154
50040781,CHOCK FULL O' NUTS,7189517166,AVENUE J,1508,13,1930
50091501,PANDA GARDEN,7189801189,LINCOLN AVENUE,128,19,404
50057784,THE BIG SLICE,2125230300,5 AVENUE,146,63,12473
41690753,696 GOURMET DELI,2124907115,3 AVENUE,696,26,14861
50100592,FIT DIAMONDS,3472393311,JAMAICA AVE,8411,49,6336
50053059,GUO BA SHABU SHABU,7185395115,48TH AVE,21232,19,15499
40400149,CHINA GLATT,7184382576,13 AVENUE,4413,48,2690
41106681,STARBUCKS,7183382489,HILLEL PLACE,33,13,2255
50101173,KIKU SUSHI,6625235258,7 AVENUE,453,47,3904
41574708,PRONTO RESTAURANT,7183562442,RICHMOND AVENUE,3297,63,180
50066938,SIMCHA PALACE,9173960574,MAIN ST,7327,48,10344
41500641,DUNKIN',7184477857,FOREST AVENUE,1351,27,1967
50077061,TATSU RAMEN,3104087183,1 AVENUE,167,47,11103
41639363,BOTTEGA RESTAURANT,2122885282,2 AVENUE,1331,46,18217
40396494,CORNER CAFE AND BAKERY,2128608060,THIRD AVENUE,1645-1651,2,19298
50043977,NO. 1 PEKING OISHI,7182521218,CHURCH AVE,2006-2008,19,3356
50067070,CARVEL STORE,"",LIBERTY AVE,11610,41,5738
41149143,LA FOGATA,3477894989,GATES AVENUE,1549,53,6880
41378862,UMI SUSHI JAPANESE CUISINE,7187693338,BRIGHTON BEACH AVENUE,215,47,339
50015953,GREEK GRILL,7188439000,CROSSBAY BOULEVARD,156-40,36,3934
50055603,SUNSHINE RESTAURANT & GRILL,7186396900,NORTHERN BLVD,6915,42,15308
40369782,MCDONALD'S,7187780023,UTICA AVENUE,701,37,3645
50082819,MAYA FUSION CAFE,7184844128,BUSHWICK AVENUE,1337,53,5746
50049869,JUICE PRESS @ EQUINOX,7872487777,MURRAY STREET,54,49,8642
50003774,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,7185766021,FARRAGUT ROAD,4108,16,2630
50042450,EGGER'S ICE CREAM PARLOR,7189816534,FOREST AVENUE,1194,41,1989
40933911,MILA CAFE,2126624392,COLUMBUS AVENUE,694,2,19664
50094669,BILT BAR,3472953579,VANDERBILT AVENUE,583,2,5208
41431222,ANGELINA'S RISTORANTE,7182272900,MAIN STREET,4446,46,17494
50084468,JSCAD,6468868984,5 AVENUE,4228,13,3331
50018565,TACO BELL,7183281467,EAST  174 STREET,961,79,21285
50071602,MEME'S,7186362900,WASHINGTON AVENUE,657,2,4928
50048304,13106 GRAND EVERGREEN CHINESE RESTAURANT,7186593948,ROCKAWAY BOULEVARD,131-06,19,4646
50066834,VOULA RESTAURANT,2129896500,JONES STREET,9,36,11639
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,2127695370,W 79 STREET,"",2,23056
41682709,APOTHEKE/CHEMIST,2124060400,DOYERS STREET,9,2,8695
50099692,KIKU JAPANESE RESTAURANT NY,2125828357,WEST   55 STREET,50,47,17202
50088242,GRIMALDIS PIZZERIA,7188584300,FRONT STREET,1,62,7191
50044433,OMAR'S MEDITERRANEAN CUISINE,2122078302,EAST   55 STREET,154,52,16446
41331156,ROOM MATE GRACE HOTEL,2123542323,WEST   45 STREET,125,2,15946
41395386,CITI FIELD CATCH OF THE DAY/STAND 102,7185958126,126TH ST & ROOSEVELT AVENUE,000,2,15230
40858816,THE ORIGINAL SAL'S PIZZERIA,7183665396,MYRTLE AVENUE,60-48,63,7004
50010699,ALBERT'S COFFEE SHOP,7183286500,HUNTS POINT AVENUE,405,2,20279
41235437,SOLO PIZZA,2124207656,AVENUE B,27,62,10080
41395505,CITI FIELD NATHAN'S FAMOUS STAND 325,7185958100,126TH & ROOSEVELT AVENUE,000,2,15485
50089200,DUNKIN',2126445848,LEXINGTON AVENUE,638,27,16385
50044902,HOGSHEAD TAVERN,2122341154,HAMILTON PLACE,126,2,20765
50042946,BAKE SHOP,3472369131,FLUSHING AVENUE,995,2,7284
50060360,VIVI BUBBLE TEA,2127773698,3 AVENUE,30,13,11390
40586094,GENESIS # 1 WEST INDIAN,7187398443,HILLSIDE AVENUE,162-23,16,7920
50001483,CROWN FRIED CHICKEN,7184971200,SENECA AVENUE,701,17,7233
50041401,FUSION EAST,7189755065,ELTON STREET,1165,16,3640
50036814,PIPO'S RESTAURANT,2128282382,EAST  118 STREET,166,53,19937
41372589,PALM RESTAURANT,6463956393,CHAMBERS STREET,200,77,9093
50093149,SWEETCATCH POKE,2126196060,GREENWICH STREET,185,38,8295
40401506,MINT,7183390273,KINGS HIGHWAY,535,48,1071
50096486,BARACHOU,6463987788,AMSTERDAM AVENUE,449,33,19420
40378212,CUCHIFRITO,2128764846,EAST  116 STREET,168,53,19881
50010005,BLOOMBERG QUEENS METRO PANTRY,2126476565,METROPOLITAN AVENUE,66-26,2,8352
50085433,QUANTUM LEAP,2123713888,1 AVENUE,1103,82,16734
40401487,BETH TORAH KOSHER CATERERS,7182614775,QUEENS BOULEVARD,106-06,48,10041
50003625,PEPE ROSSO SOCIAL,2122190019,MOTT STREET,173,46,9686
50065072,GO GO CURRY,6466785259,EAST   53 STREET,235,47,15977
50101645,DUA KAFE,2122281696,EAST   14 STREET,520,52,11347
50063012,PANADERIA IXTAPAN,9292225466,WEST  231 STREET,211,7,22733
41493727,MID CHINA,7188338900,5 AVENUE,9409,19,1526
50088012,SUGARFISH BY SUSHI NOZAWA,8184451886,SPRING STREET,202,47,10439
40512617,ZARO'S BREAD BASKET,2122920163,EAST   42 STREET,89,7,14905
50063138,CROWN FRIED CHICKEN,7186245325,MYRTLE AVENUE,822,17,6623
41614253,LINDA'S PIZZA,7183247388,KATONAH AVENUE,4336,46,23002
50035439,MICHELLE RESTAURANT,2122546150,AVENUE D,125,51,10296
41653607,CHOP'T,6467557837,EAST   23 STREET,18,67,12739
50076388,LILY BLOOM,7182333888,5 AVENUE,8614,7,1751
41591999,KITCHEN,3476894279,COURT STREET,254,28,5696
50098810,SHINY TEA,6463386707,BROADWAY,2667,13,19868
50093599,SAPPORO,7187483323,3 AVENUE,7812,47,2085
50086385,$1 PIZZA,9175878888,6 AVENUE,832,62,13758
50005075,APPLE JACK DINER,2125866075,BROADWAY,1725,2,17730
50083455,SUKI,9179996672,EAST    7 STREET,86,47,10788
40364439,SEVILLA RESTAURANT,2129293189,CHARLES STREET,62,51,11999
50087122,IKKO,3476215052,EAST TREMONT AVENUE,3938,4,20676
50080847,BAY SHISH KEBAB,7189754455,BRIGHTON BEACH AVENUE,601,81,368
41314548,THINK COFFEE,2125333366,BLEECKER STREET,1,13,10440
50085130,RAMEN DANBO,7187830150,7 AVENUE,52,47,4754
40739276,LATIN AMERICAN RESTAURANT,2126892570,WEST   26 STREET,29,51,13284
40369878,VILLA MOSCONI RESTAURANT,2126730390,MACDOUGAL STREET,69,46,11021
50098404,FLIPPERS,6177174928,WEST BROADWAY,337,58,10108
50094668,SWEET HOUSE DRINKS AND DESSERTS,2127919888,BAYARD STREET,67,49,8895
40401160,LA CABANA SALVADORENA RESTAURANT,2129287872,BROADWAY,4384,51,22011
41222773,"DUNKIN', BASKIN ROBBINS",2122454655,WEST   55 STREET,55,27,17220
50001587,CHECKER'S,2122347067,ST NICHOLAS AVENUE,695,2,20748
40905068,NO 32,2122534922,EAST    2 STREET,32,2,10423
50038882,MIKES DELI,9176925786,4 AVENUE,9510,2,1507
50003371,COCO FRESH TEA & JUICE,9177700044,DIVISION STREET,79,49,8665
50055582,CHINA STAR,7186421755,PENNSYLVANIA AVENUE,1370,19,3288
41466312,TERRI,2126478810,WEST   23 STREET,60,82,12934
50068098,SUBWAY,7183409154,CATHEDRAL PARKWAY,301,68,19974
50035310,DANTE,2129825275,MACDOUGAL STREET,79,46,11056
50059594,PICCOLA CUCINA,9172831065,THOMPSON STREET,75,46,10337
50034505,MCDONALD'S,7182387999,86 STREET,430,37,1788
40661290,AL DI LA,7187834565,5 AVENUE,248,46,4682
50094704,LISA'S DUMPLINGS,9179941815,8 AVENUE,1000S,19,18101
50017920,OUTBACK STEAKHOUSE,8132821225,GATEWAY DRIVE,355,2,3340
50000392,CHEERS THAI RESTAURANT,7185994311,METROPOLITAN AVENUE,568,80,8596
50043459,OSAKA JAPANESE RESTAURANT,7188916200,AVENUE U,2805,47,935
50055438,AUNTIE ANNE'S/CINNABON,5164588020,JUNCTION BLVD,6135,7,11830
41696287,CHOP'T,6464390262,PARK AVENUE,100,2,14710
50016265,ADORO LEI,6466665096,HUDSON STREET,287,62,10470
50081462,THE DONUT PUB,6469741221,BROADWAY,740,27,11313
50039007,COURT STREET GROCER'S LAGUARDIA PLACE,2127779292,LAGUARDIA PLACE,540,2,11035
50048386,MAMMA LUCIANA'S,7184456262,COLLEGE POINT BLVD,1511,63,19373
50055367,EL SABOR CARIBENO RESTAURANT,7186020006,BROADWAY,1062,51,6582
41405163,OASIS CAFE,3476735080,CONEY ISLAND AVENUE,2689,66,676
50006312,FEFITA'S,3476631398,EASTERN PARKWAY,1045,51,4221
50050700,THE DINERBAR,7188976000,QUEENS BLVD,9745,2,11155
41219793,THE MONKEY ROOM,2125439888,FORT WASHINGTON AVENUE,589,2,22036
50091283,MARINA SEAFOOD,7184339516,STEINWAY STREET,24-15,71,18293
40401583,EL REY DE LA CARIDAD,2122227383,AMSTERDAM AVENUE,973,51,20003
50006761,COSZCAL DE ALLENDE RESTAURANT,7189213523,3 AVENUE,6824,53,2579
41493226,SKY ROOM,2123801195,WEST   40 STREET,330,2,15782
40653417,STARBUCKS,2127791557,5 AVENUE,261,13,13473
41385249,DRAGON GARDEN,7182348288,18 AVENUE,8024,19,1283
40675892,DINER,7184863077,BROADWAY,85,2,8132
40888787,POPEYES,2122890440,WEST  116 STREET,53,17,20006
41099497,KAIETEUR EXPRESS RESTAURANT,7183238748,LIBERTY AVENUE,12004,16,5807
50001348,Nomura cafeteria( 25 th floor),2124368092,WEST   49 STREET,309,2,17081
50002109,DUNKIN',2129232222,BROADWAY,4030,27,21474
40620427,APPLEBEE'S,7184771300,RICHMOND AVENUE,1451,2,1387
41575384,LITTLE ITALY PIZZA,2123628822,BROADWAY,2047,62,19017
50049617,BAKERY MOCANA,2127401190,SAINT NICHOLAS AVENUE,1540,7,21919
50067418,CAFE METRO,2125816545,WEST   56 STREET,162,69,17728
41487738,MEXICAN RESTAURANT,2123485981,LEXINGTON AVENUE,1779,53,19783
40925478,BELLA VIA,7183617510,VERNON BOULEVARD,47-46,46,13367
50080233,CHIPOTLE MEXICAN GRILL #2918,7182104606,RICHMOND AVENUE,2655,79,464
41391952,MARTHA'S COUNTRY BAKERY,7182255200,BELL BOULEVARD,41-06,7,17467
41021287,VENICE PIZZA,7185390104,BOWNE STREET,41-94,62,15986
50039472,ARTH ALGANATIN,7189189181,RHINELANDER AVENUE,700,54,21709
50067022,SOLA PASTA BAR,6463015372,WEST BROADWAY,330,46,10039
50068097,CRISP & CRUNCH KENNEDY FRIED CHICKEN,7184848304,FLATBUSH AVENUE,1258,17,2810
50039202,MINUS 10 ICE CREAM,3478795161,MOTT STREET,10,41,8577
50072667,SOULFUL FOODS,9175478222,ATLANTIC AVENUE,2258,16,4787
50039227,STARBUCKS,6468599582,EAST  161 STREET,260,13,20841
50078323,DE MOLE,3477213399,HOPE STREET,2,53,8563
50101317,THE FLO KISS,6466453020,65TH STREET TRANVERSE,1802,58,18433
50000577,THE HIDEOUT,7188364314,5 AVENUE,8415,2,1810
41183605,TROPICAL 128,2129258219,ELIZABETH STREET,128,2,9574
41225181,STARBUCKS,6464860487,HUDSON STREET,345,13,10885
50006966,PARAISO COLOMBIANO RESTAURANT,7186995054,CORONA AVENUE,106-20,51,13214
50046194,ACQUOLINA,2124269400,2 AVENUE,2291,2,19863
40977390,THE JOHN J O'CONNOR RESIDENCE,7185810453,ARLINGTON AVENUE,5655,2,23039
41587257,NEW DYNASTY CHINESE RESTAURANT,7186668863,EAST AVENUE,1470,19,21292
40942443,LIBRARY BAR,2125546303,WEST   57 STREET,353,2,18162
50042744,AZTEC SOUL,3476631651,ATLANTIC AVENUE,3372,53,5360
41303034,FRESHENS,7182466466,UNIVERSITY PLAZA,1,2,6261
50042809,YURI SUSHI,9179990120,WEST   46 STREET,374,47,16766
41607653,OBICA MOZZARELLA BAR,2123552217,MADISON AVENUE,590,46,17146
50001468,BLUE RIBBON FRIED CHICKEN,2122280404,EAST    1 STREET,28,2,10313
50095841,HEJAZ FAST FOOD,3472487015,4 AVENUE,634,52,3975
40391284,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,2123826684,WEST   44 STREET,42,2,15507
50085701,MAPLE THAI EATERY,7187070407,36 AVENUE,36-02,80,15375
50099549,TAK HING KITCHEN,7187221388,86 STREET,1946,19,1122
50043775,WING HING EXPRESS CHINESE FOOD,7189535152,ROGERS AVENUE,312,19,4057
50056512,INCA'S GRILL PERUVIAN KITCHEN,7184480488,LINCOLN AVENUE,126,61,405
50044577,BURGER KING,6468352890,EAST  174 STREET,961,68,21285
50054333,CUT BY WOLFGANG PUCK,6468801995,CHURCH STREET,99,77,8428
41478388,18 RESTAURANT,2125172400,EAST   81 STREET,240,48,18819
50016679,NORTHERN SUSHI,7188864123,NORTHERN BOULEVARD,153-14,47,17765
50002120,STARBUCKS,2124871906,WALL STREET,99,13,7501
